# this is a map:
# type, action, material, direction = file, sequence index, start, duration
# See 

*,*,*,*=40, 0, 0, 1
LUMBERJACK, WALKING, TRUNK, NORTH_EAST = 41, 31, 36, 12
LUMBERJACK, WALKING, TRUNK, EAST       = 41, 31, 48, 12
LUMBERJACK, WALKING, TRUNK, SOUTH_EAST = 41, 31, 60, 12
LUMBERJACK, NO_ACTION, TRUNK, SOUTH_WEST = 41, 31,  0, 1
LUMBERJACK, NO_ACTION, TRUNK, WEST       = 41, 31, 12, 1
LUMBERJACK, NO_ACTION, TRUNK, NORTH_WEST = 41, 31, 24, 1
LUMBERJACK, NO_ACTION, TRUNK, NORTH_EAST = 41, 31, 36, 1
LUMBERJACK, NO_ACTION, TRUNK, EAST       = 41, 31, 48, 1
LUMBERJACK, NO_ACTION, TRUNK, SOUTH_EAST = 41, 31, 60, 1

LUMBERJACK, BEND_DOWN, *, SOUTH_WEST = 41, 33,  0, 4
LUMBERJACK, BEND_DOWN, *, WEST       = 41, 33,  4, 4
LUMBERJACK, BEND_DOWN, *, NORTH_WEST = 41, 33,  8, 4
LUMBERJACK, BEND_DOWN, *, NORTH_EAST = 41, 33, 12, 4
LUMBERJACK, BEND_DOWN, *, EAST       = 41, 33, 16, 4
LUMBERJACK, BEND_DOWN, *, SOUTH_EAST = 41, 33, 20, 4

LUMBERJACK, RAISE_UP, TRUNK, SOUTH_WEST = 41, 32,  0, 4
LUMBERJACK, RAISE_UP, TRUNK, WEST       = 41, 32,  4, 4
LUMBERJACK, RAISE_UP, TRUNK, NORTH_WEST = 41, 32,  8, 4
LUMBERJACK, RAISE_UP, TRUNK, NORTH_EAST = 41, 32, 12, 4
LUMBERJACK, RAISE_UP, TRUNK, EAST       = 41, 32, 16, 4
LUMBERJACK, RAISE_UP, TRUNK, SOUTH_EAST = 41, 32, 20, 4

LUMBERJACK, BEND_DOWN, TRUNK, SOUTH_WEST = 41, 32,  3, -4
LUMBERJACK, BEND_DOWN, TRUNK, WEST       = 41, 32,  7, -4
LUMBERJACK, BEND_DOWN, TRUNK, NORTH_WEST = 41, 32, 11, -4
LUMBERJACK, BEND_DOWN, TRUNK, NORTH_EAST = 41, 32, 15, -4
LUMBERJACK, BEND_DOWN, TRUNK, EAST       = 41, 32, 19, -4
LUMBERJACK, BEND_DOWN, TRUNK, SOUTH_EAST = 41, 32, 23, -4

LUMBERJACK, RAISE_UP, *, SOUTH_WEST = 41, 33,  3, -4
LUMBERJACK, RAISE_UP, *, WEST       = 41, 33,  7, -4
LUMBERJACK, RAISE_UP, *, NORTH_WEST = 41, 33, 11, -4
LUMBERJACK, RAISE_UP, *, NORTH_EAST = 41, 33, 15, -4
LUMBERJACK, RAISE_UP, *, EAST       = 41, 33, 19, -4
LUMBERJACK, RAISE_UP, *, SOUTH_EAST = 41, 33, 23, -4
###
# LUMBERJACK movables end
###



###
# FORESTER movables start
###
FORESTER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 34,  0, 12
FORESTER, WALKING, NO_MATERIAL, WEST       = 41, 34, 12, 12
FORESTER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 34, 24, 12
FORESTER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 34, 36, 12
FORESTER, WALKING, NO_MATERIAL, EAST       = 41, 34, 48, 12
FORESTER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 34, 60, 12
FORESTER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 34,  0, 1
FORESTER, NO_ACTION, NO_MATERIAL, WEST       = 41, 34, 12, 1
FORESTER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 34, 24, 1
FORESTER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 34, 36, 1
FORESTER, NO_ACTION, NO_MATERIAL, EAST       = 41, 34, 48, 1
FORESTER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 34, 60, 1

FORESTER, WALKING, TREE, SOUTH_WEST = 41, 35,  0, 12
FORESTER, WALKING, TREE, WEST       = 41, 35, 12, 12
FORESTER, WALKING, TREE, NORTH_WEST = 41, 35, 24, 12
FORESTER, WALKING, TREE, NORTH_EAST = 41, 35, 36, 12
FORESTER, WALKING, TREE, EAST       = 41, 35, 48, 12
FORESTER, WALKING, TREE, SOUTH_EAST = 41, 35, 60, 12
FORESTER, NO_ACTION, TREE, SOUTH_WEST = 41, 35,  0, 1
FORESTER, NO_ACTION, TREE, WEST       = 41, 35, 12, 1
FORESTER, NO_ACTION, TREE, NORTH_WEST = 41, 35, 24, 1
FORESTER, NO_ACTION, TREE, NORTH_EAST = 41, 35, 36, 1
FORESTER, NO_ACTION, TREE, EAST       = 41, 35, 48, 1
FORESTER, NO_ACTION, TREE, SOUTH_EAST = 41, 35, 60, 1

FORESTER, ACTION1, *, SOUTH_WEST = 41, 36,  0, 27
FORESTER, ACTION1, *, WEST       = 41, 36,  0, 27
FORESTER, ACTION1, *, NORTH_WEST = 41, 36,  0, 27
FORESTER, ACTION1, *, SOUTH_EAST = 41, 36, 27, 27
FORESTER, ACTION1, *, EAST       = 41, 36, 27, 27
FORESTER, ACTION1, *, NORTH_EAST = 41, 36, 27, 27
###
# FORESTER movables end
###



###
# GEOLOGIST movables start
###
GEOLOGIST, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 37,  0, 12
GEOLOGIST, WALKING, NO_MATERIAL, WEST       = 41, 37, 12, 12
GEOLOGIST, WALKING, NO_MATERIAL, NORTH_WEST = 41, 37, 24, 12
GEOLOGIST, WALKING, NO_MATERIAL, NORTH_EAST = 41, 37, 36, 12
GEOLOGIST, WALKING, NO_MATERIAL, EAST       = 41, 37, 48, 12
GEOLOGIST, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 37, 60, 12
GEOLOGIST, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 37,  0, 1
GEOLOGIST, NO_ACTION, NO_MATERIAL, WEST       = 41, 37, 12, 1
GEOLOGIST, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 37, 24, 1
GEOLOGIST, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 37, 36, 1
GEOLOGIST, NO_ACTION, NO_MATERIAL, EAST       = 41, 37, 48, 1
GEOLOGIST, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 37, 60, 1

# setting signs
GEOLOGIST, ACTION2, NO_MATERIAL, *    = 41, 38,  0, 16

# study rocks
GEOLOGIST, ACTION1, NO_MATERIAL, *    = 41, 39,  0, 31
###
# GEOLOGIST movables end
###



###
# SMITH movables start
###
SMITH, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 40,  0, 12
SMITH, WALKING, NO_MATERIAL, WEST       = 41, 40, 12, 12
SMITH, WALKING, NO_MATERIAL, NORTH_WEST = 41, 40, 24, 12
SMITH, WALKING, NO_MATERIAL, NORTH_EAST = 41, 40, 36, 12
SMITH, WALKING, NO_MATERIAL, EAST       = 41, 40, 48, 12
SMITH, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 40, 60, 12
SMITH, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 40,  0, 1
SMITH, NO_ACTION, NO_MATERIAL, WEST       = 41, 40, 12, 1
SMITH, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 40, 24, 1
SMITH, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 40, 36, 1
SMITH, NO_ACTION, NO_MATERIAL, EAST       = 41, 40, 48, 1
SMITH, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 40, 60, 1

# action 3 is only smoke - the smith is standing still
SMITH, ACTION3, NO_MATERIAL, SOUTH_WEST = 41, 40,  0, 1
SMITH, ACTION3, NO_MATERIAL, WEST       = 41, 40, 12, 1
SMITH, ACTION3, NO_MATERIAL, NORTH_WEST = 41, 40, 24, 1
SMITH, ACTION3, NO_MATERIAL, NORTH_EAST = 41, 40, 36, 1
SMITH, ACTION3, NO_MATERIAL, EAST       = 41, 40, 48, 1
SMITH, ACTION3, NO_MATERIAL, SOUTH_EAST = 41, 40, 60, 1

SMITH, BEND_DOWN, *, NORTH_WEST = 41, 41, 0, 4
SMITH, RAISE_UP, *, NORTH_WEST = 41, 41, 3, -4

SMITH, BEND_DOWN, *, NORTH_EAST = 41, 42, 0, 4
SMITH, RAISE_UP, *, NORTH_EAST = 41, 42, 3, -4

SMITH, WALKING, IRON, SOUTH_WEST = 41, 43,  0, 12
SMITH, WALKING, IRON, WEST       = 41, 43, 12, 12
SMITH, WALKING, IRON, NORTH_WEST = 41, 43, 24, 12
SMITH, WALKING, IRON, NORTH_EAST = 41, 43, 36, 12
SMITH, WALKING, IRON, EAST       = 41, 43, 48, 12
SMITH, WALKING, IRON, SOUTH_EAST = 41, 43, 60, 12
SMITH, NO_ACTION, IRON, SOUTH_WEST = 41, 43,  0, 1
SMITH, NO_ACTION, IRON, WEST       = 41, 43, 12, 1
SMITH, NO_ACTION, IRON, NORTH_WEST = 41, 43, 24, 1
SMITH, NO_ACTION, IRON, NORTH_EAST = 41, 43, 36, 1
SMITH, NO_ACTION, IRON, EAST       = 41, 43, 48, 1
SMITH, NO_ACTION, IRON, SOUTH_EAST = 41, 43, 60, 1

SMITH, WALKING, COAL, SOUTH_WEST = 41, 40,  0, 12
SMITH, WALKING, COAL, WEST       = 41, 40, 12, 12
SMITH, WALKING, COAL, NORTH_WEST = 41, 40, 24, 12
SMITH, WALKING, COAL, NORTH_EAST = 41, 40, 36, 12
SMITH, WALKING, COAL, EAST       = 41, 40, 48, 12
SMITH, WALKING, COAL, SOUTH_EAST = 41, 40, 60, 12

# move iron in the fire - not used in the original game
SMITH, ACTION2, *, NORTH_WEST = 41, 44, 0, 8
SMITH, ACTION2, *, NORTH_WEST = 41, 44, 7, -8
SMITH, ACTION2, *, NORTH_EAST = 41, 45, 0, 8
SMITH, ACTION2, *, NORTH_EAST = 41, 45, 7, -8

SMITH, WALKING, SWORD, SOUTH_WEST = 41, 46,  0, 12
SMITH, WALKING, SWORD, WEST       = 41, 46, 12, 12
SMITH, WALKING, SWORD, NORTH_WEST = 41, 46, 24, 12
SMITH, WALKING, SWORD, NORTH_EAST = 41, 46, 36, 12
SMITH, WALKING, SWORD, EAST       = 41, 46, 48, 12
SMITH, WALKING, SWORD, SOUTH_EAST = 41, 46, 60, 12
SMITH, NO_ACTION, SWORD, SOUTH_WEST = 41, 46,  0, 1
SMITH, NO_ACTION, SWORD, WEST       = 41, 46, 12, 1
SMITH, NO_ACTION, SWORD, NORTH_WEST = 41, 46, 24, 1
SMITH, NO_ACTION, SWORD, NORTH_EAST = 41, 46, 36, 1
SMITH, NO_ACTION, SWORD, EAST       = 41, 46, 48, 1
SMITH, NO_ACTION, SWORD, SOUTH_EAST = 41, 46, 60, 1

# hammering at the anvil
SMITH, ACTION1, *, NORTH_WEST = 41, 47, 0, 12
SMITH, ACTION1, *, NORTH_EAST = 41, 48, 0, 12
###
# SMITH movables end
###



###
# MINER movables start
###
MINER, WALKING, COAL, SOUTH_WEST = 41, 49,  0, 12
MINER, WALKING, COAL, WEST       = 41, 49, 12, 12
MINER, WALKING, COAL, NORTH_WEST = 41, 49, 24, 12
MINER, WALKING, COAL, NORTH_EAST = 41, 49, 36, 12
MINER, WALKING, COAL, EAST       = 41, 49, 48, 12
MINER, WALKING, COAL, SOUTH_EAST = 41, 49, 60, 12
MINER, NO_ACTION, COAL, SOUTH_WEST = 41, 49,  0, 1
MINER, NO_ACTION, COAL, WEST       = 41, 49, 12, 1
MINER, NO_ACTION, COAL, NORTH_WEST = 41, 49, 24, 1
MINER, NO_ACTION, COAL, NORTH_EAST = 41, 49, 36, 1
MINER, NO_ACTION, COAL, EAST       = 41, 49, 48, 1
MINER, NO_ACTION, COAL, SOUTH_EAST = 41, 49, 60, 1

# SOUTH_WEST animation only
MINER, BEND_DOWN, COAL, * = 41, 50, 0, 10

MINER, WALKING, GOLDORE, SOUTH_WEST = 41, 51,  0, 12
MINER, WALKING, GOLDORE, WEST       = 41, 51, 12, 12
MINER, WALKING, GOLDORE, NORTH_WEST = 41, 51, 24, 12
MINER, WALKING, GOLDORE, NORTH_EAST = 41, 51, 36, 12
MINER, WALKING, GOLDORE, EAST       = 41, 51, 48, 12
MINER, WALKING, GOLDORE, SOUTH_EAST = 41, 51, 60, 12
MINER, NO_ACTION, GOLDORE, SOUTH_WEST = 41, 51,  0, 1
MINER, NO_ACTION, GOLDORE, WEST       = 41, 51, 12, 1
MINER, NO_ACTION, GOLDORE, NORTH_WEST = 41, 51, 24, 1
MINER, NO_ACTION, GOLDORE, NORTH_EAST = 41, 51, 36, 1
MINER, NO_ACTION, GOLDORE, EAST       = 41, 51, 48, 1
MINER, NO_ACTION, GOLDORE, SOUTH_EAST = 41, 51, 60, 1

# SOUTH_WEST animation only
MINER, BEND_DOWN, GOLDORE, * = 41, 52, 0, 10

MINER, WALKING, IRONORE, SOUTH_WEST = 41, 53,  0, 12
MINER, WALKING, IRONORE, WEST       = 41, 53, 12, 12
MINER, WALKING, IRONORE, NORTH_WEST = 41, 53, 24, 12
MINER, WALKING, IRONORE, NORTH_EAST = 41, 53, 36, 12
MINER, WALKING, IRONORE, EAST       = 41, 53, 48, 12
MINER, WALKING, IRONORE, SOUTH_EAST = 41, 53, 60, 12
MINER, NO_ACTION, IRONORE, SOUTH_WEST = 41, 53,  0, 1
MINER, NO_ACTION, IRONORE, WEST       = 41, 53, 12, 1
MINER, NO_ACTION, IRONORE, NORTH_WEST = 41, 53, 24, 1
MINER, NO_ACTION, IRONORE, NORTH_EAST = 41, 53, 36, 1
MINER, NO_ACTION, IRONORE, EAST       = 41, 53, 48, 1
MINER, NO_ACTION, IRONORE, SOUTH_EAST = 41, 53, 60, 1

# SOUTH_WEST animation only
MINER, BEND_DOWN, IRONORE, * = 41, 54, 0, 10

MINER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 55,  0, 12
MINER, WALKING, NO_MATERIAL, WEST       = 41, 55, 12, 12
MINER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 55, 24, 12
MINER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 55, 36, 12
MINER, WALKING, NO_MATERIAL, EAST       = 41, 55, 48, 12
MINER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 55, 60, 12
MINER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 55,  0, 1
MINER, NO_ACTION, NO_MATERIAL, WEST       = 41, 55, 12, 1
MINER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 55, 24, 1
MINER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 55, 36, 1
MINER, NO_ACTION, NO_MATERIAL, EAST       = 41, 55, 48, 1
MINER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 55, 60, 1

MINER, WALKING, BASKET, SOUTH_WEST = 41, 56,  0, 12
MINER, WALKING, BASKET, WEST       = 41, 56, 12, 12
MINER, WALKING, BASKET, NORTH_WEST = 41, 56, 24, 12
MINER, WALKING, BASKET, NORTH_EAST = 41, 56, 36, 12
MINER, WALKING, BASKET, EAST       = 41, 56, 48, 12
MINER, WALKING, BASKET, SOUTH_EAST = 41, 56, 60, 12
MINER, NO_ACTION, BASKET, SOUTH_WEST = 41, 56,  0, 1
MINER, NO_ACTION, BASKET, WEST       = 41, 56, 12, 1
MINER, NO_ACTION, BASKET, NORTH_WEST = 41, 56, 24, 1
MINER, NO_ACTION, BASKET, NORTH_EAST = 41, 56, 36, 1
MINER, NO_ACTION, BASKET, EAST       = 41, 56, 48, 1
MINER, NO_ACTION, BASKET, SOUTH_EAST = 41, 56, 60, 1

# SOUTH_WEST animation only
MINER, ACTION1, BASKET, * = 41, 57, 0, 32
MINER, RAISE_UP, NO_MATERIAL, * = 41, 55,  0, 1

# washing his face in the river (if there is a river)
MINER, ACTION2, NO_MATERIAL, NORTH_WEST = 41, 202, 0, 24
MINER, ACTION2, NO_MATERIAL, NORTH_EAST = 41, 203, 0, 24
###
# MINER movables end
###



###
# MELTER movables start
###
MELTER, WALKING, GOLDORE, SOUTH_WEST = 41, 58,  0, 12
MELTER, WALKING, GOLDORE, WEST       = 41, 58, 12, 12
MELTER, WALKING, GOLDORE, NORTH_WEST = 41, 58, 24, 12
MELTER, WALKING, GOLDORE, NORTH_EAST = 41, 58, 36, 12
MELTER, WALKING, GOLDORE, EAST       = 41, 58, 48, 12
MELTER, WALKING, GOLDORE, SOUTH_EAST = 41, 58, 60, 12
MELTER, NO_ACTION, GOLDORE, SOUTH_WEST = 41, 58,  0, 1
MELTER, NO_ACTION, GOLDORE, WEST       = 41, 58, 12, 1
MELTER, NO_ACTION, GOLDORE, NORTH_WEST = 41, 58, 24, 1
MELTER, NO_ACTION, GOLDORE, NORTH_EAST = 41, 58, 36, 1
MELTER, NO_ACTION, GOLDORE, EAST       = 41, 58, 48, 1
MELTER, NO_ACTION, GOLDORE, SOUTH_EAST = 41, 58, 60, 1

MELTER, BEND_DOWN, GOLDORE, NORTH_WEST = 41, 59, 0,  4
MELTER, RAISE_UP, GOLDORE, NORTH_WEST  = 41, 59, 3, -4
MELTER, BEND_DOWN, GOLDORE, NORTH_EAST = 41, 60, 0,  4
MELTER, RAISE_UP, GOLDORE, NORTH_EAST  = 41, 60, 3, -4

MELTER, WALKING, GOLD, SOUTH_WEST = 41, 61,  0, 12
MELTER, WALKING, GOLD, WEST       = 41, 61, 12, 12
MELTER, WALKING, GOLD, NORTH_WEST = 41, 61, 24, 12
MELTER, WALKING, GOLD, NORTH_EAST = 41, 61, 36, 12
MELTER, WALKING, GOLD, EAST       = 41, 61, 48, 12
MELTER, WALKING, GOLD, SOUTH_EAST = 41, 61, 60, 12
MELTER, NO_ACTION, GOLD, SOUTH_WEST = 41, 61,  0, 1
MELTER, NO_ACTION, GOLD, WEST       = 41, 61, 12, 1
MELTER, NO_ACTION, GOLD, NORTH_WEST = 41, 61, 24, 1
MELTER, NO_ACTION, GOLD, NORTH_EAST = 41, 61, 36, 1
MELTER, NO_ACTION, GOLD, EAST       = 41, 61, 48, 1
MELTER, NO_ACTION, GOLD, SOUTH_EAST = 41, 61, 60, 1

MELTER, WALKING, IRONORE, SOUTH_WEST = 41, 62,  0, 12
MELTER, WALKING, IRONORE, WEST       = 41, 62, 12, 12
MELTER, WALKING, IRONORE, NORTH_WEST = 41, 62, 24, 12
MELTER, WALKING, IRONORE, NORTH_EAST = 41, 62, 36, 12
MELTER, WALKING, IRONORE, EAST       = 41, 62, 48, 12
MELTER, WALKING, IRONORE, SOUTH_EAST = 41, 62, 60, 12
MELTER, NO_ACTION, IRONORE, SOUTH_WEST = 41, 62,  0, 1
MELTER, NO_ACTION, IRONORE, WEST       = 41, 62, 12, 1
MELTER, NO_ACTION, IRONORE, NORTH_WEST = 41, 62, 24, 1
MELTER, NO_ACTION, IRONORE, NORTH_EAST = 41, 62, 36, 1
MELTER, NO_ACTION, IRONORE, EAST       = 41, 62, 48, 1
MELTER, NO_ACTION, IRONORE, SOUTH_EAST = 41, 62, 60, 1

MELTER, BEND_DOWN, IRONORE, NORTH_WEST = 41, 63, 0,  4
MELTER, RAISE_UP, IRONORE, NORTH_WEST  = 41, 63, 3, -4
MELTER, BEND_DOWN, IRONORE, NORTH_EAST = 41, 64, 0,  4
MELTER, RAISE_UP, IRONORE, NORTH_EAST  = 41, 64, 3, -4

MELTER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 65,  0, 12
MELTER, WALKING, NO_MATERIAL, WEST       = 41, 65, 12, 12
MELTER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 65, 24, 12
MELTER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 65, 36, 12
MELTER, WALKING, NO_MATERIAL, EAST       = 41, 65, 48, 12
MELTER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 65, 60, 12
MELTER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 65,  0, 1
MELTER, NO_ACTION, NO_MATERIAL, WEST       = 41, 65, 12, 1
MELTER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 65, 24, 1
MELTER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 65, 36, 1
MELTER, NO_ACTION, NO_MATERIAL, EAST       = 41, 65, 48, 1
MELTER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 65, 60, 1

MELTER, BEND_DOWN, *, NORTH_WEST = 41, 66, 0,  4
MELTER, RAISE_UP, *, NORTH_WEST  = 41, 66, 3, -4
MELTER, BEND_DOWN, *, NORTH_EAST = 41, 67, 0,  4
MELTER, RAISE_UP, *, NORTH_EAST  = 41, 67, 3, -4
MELTER, ACTION1, *, NORTH_WEST = 41, 66, 0,  1
MELTER, ACTION1, *, NORTH_EAST = 41, 67, 0,  1

MELTER, WALKING, IRON, SOUTH_WEST = 41, 68,  0, 12
MELTER, WALKING, IRON, WEST       = 41, 68, 12, 12
MELTER, WALKING, IRON, NORTH_WEST = 41, 68, 24, 12
MELTER, WALKING, IRON, NORTH_EAST = 41, 68, 36, 12
MELTER, WALKING, IRON, EAST       = 41, 68, 48, 12
MELTER, WALKING, IRON, SOUTH_EAST = 41, 68, 60, 12
MELTER, NO_ACTION, IRON, SOUTH_WEST = 41, 68,  0, 1
MELTER, NO_ACTION, IRON, WEST       = 41, 68, 12, 1
MELTER, NO_ACTION, IRON, NORTH_WEST = 41, 68, 24, 1
MELTER, NO_ACTION, IRON, NORTH_EAST = 41, 68, 36, 1
MELTER, NO_ACTION, IRON, EAST       = 41, 68, 48, 1
MELTER, NO_ACTION, IRON, SOUTH_EAST = 41, 68, 60, 1

MELTER, WALKING, COAL, SOUTH_WEST = 41, 122,  0, 12
MELTER, WALKING, COAL, WEST       = 41, 122, 12, 12
MELTER, WALKING, COAL, NORTH_WEST = 41, 122, 24, 12
MELTER, WALKING, COAL, NORTH_EAST = 41, 122, 36, 12
MELTER, WALKING, COAL, EAST       = 41, 122, 48, 12
MELTER, WALKING, COAL, SOUTH_EAST = 41, 122, 60, 12
MELTER, NO_ACTION, COAL, SOUTH_WEST = 41, 122,  0, 1
MELTER, NO_ACTION, COAL, WEST       = 41, 122, 12, 1
MELTER, NO_ACTION, COAL, NORTH_WEST = 41, 122, 24, 1
MELTER, NO_ACTION, COAL, NORTH_EAST = 41, 122, 36, 1
MELTER, NO_ACTION, COAL, EAST       = 41, 122, 48, 1
MELTER, NO_ACTION, COAL, SOUTH_EAST = 41, 122, 60, 1

MELTER, BEND_DOWN, COAL, NORTH_WEST = 41, 123, 0,  4
MELTER, RAISE_UP, COAL, NORTH_WEST  = 41, 123, 3, -4
MELTER, BEND_DOWN, COAL, NORTH_EAST = 41, 124, 0,  4
MELTER, RAISE_UP, COAL, NORTH_EAST  = 41, 124, 3, -4
###
# MELTER movables end
###



###
# MILLER movables start
###
MILLER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 69,  0, 12
MILLER, WALKING, NO_MATERIAL, WEST       = 41, 69, 12, 12
MILLER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 69, 24, 12
MILLER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 69, 36, 12
MILLER, WALKING, NO_MATERIAL, EAST       = 41, 69, 48, 12
MILLER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 69, 60, 12
MILLER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 69,  0, 1
MILLER, NO_ACTION, NO_MATERIAL, WEST       = 41, 69, 12, 1
MILLER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 69, 24, 1
MILLER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 69, 36, 1
MILLER, NO_ACTION, NO_MATERIAL, EAST       = 41, 69, 48, 1
MILLER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 69, 60, 1

MILLER, BEND_DOWN, NO_MATERIAL, NORTH_WEST = 41, 70, 0,  4
MILLER, RAISE_UP, NO_MATERIAL, NORTH_WEST  = 41, 70, 3, -4
MILLER, BEND_DOWN, NO_MATERIAL, NORTH_EAST = 41, 71, 0,  4
MILLER, RAISE_UP, NO_MATERIAL, NORTH_EAST  = 41, 71, 3, -4

MILLER, RAISE_UP, CROP, NORTH_WEST  = 41, 72, 0,  4
MILLER, BEND_DOWN, CROP, NORTH_WEST = 41, 72, 3, -4
MILLER, RAISE_UP, CROP, NORTH_EAST  = 41, 73, 0,  4
MILLER, BEND_DOWN, CROP, NORTH_EAST = 41, 73, 3, -4

MILLER, WALKING, CROP, SOUTH_WEST = 41, 74,  0, 12
MILLER, WALKING, CROP, WEST       = 41, 74, 12, 12
MILLER, WALKING, CROP, NORTH_WEST = 41, 74, 24, 12
MILLER, WALKING, CROP, NORTH_EAST = 41, 74, 36, 12
MILLER, WALKING, CROP, EAST       = 41, 74, 48, 12
MILLER, WALKING, CROP, SOUTH_EAST = 41, 74, 60, 12
MILLER, NO_ACTION, CROP, SOUTH_WEST = 41, 74,  0, 1
MILLER, NO_ACTION, CROP, WEST       = 41, 74, 12, 1
MILLER, NO_ACTION, CROP, NORTH_WEST = 41, 74, 24, 1
MILLER, NO_ACTION, CROP, NORTH_EAST = 41, 74, 36, 1
MILLER, NO_ACTION, CROP, EAST       = 41, 74, 48, 1
MILLER, NO_ACTION, CROP, SOUTH_EAST = 41, 74, 60, 1

MILLER, WALKING, FLOUR, SOUTH_WEST = 41, 75,  0, 12
MILLER, WALKING, FLOUR, WEST       = 41, 75, 12, 12
MILLER, WALKING, FLOUR, NORTH_WEST = 41, 75, 24, 12
MILLER, WALKING, FLOUR, NORTH_EAST = 41, 75, 36, 12
MILLER, WALKING, FLOUR, EAST       = 41, 75, 48, 12
MILLER, WALKING, FLOUR, SOUTH_EAST = 41, 75, 60, 12
MILLER, NO_ACTION, FLOUR, SOUTH_WEST = 41, 75,  0, 1
MILLER, NO_ACTION, FLOUR, WEST       = 41, 75, 12, 1
MILLER, NO_ACTION, FLOUR, NORTH_WEST = 41, 75, 24, 1
MILLER, NO_ACTION, FLOUR, NORTH_EAST = 41, 75, 36, 1
MILLER, NO_ACTION, FLOUR, EAST       = 41, 75, 48, 1
MILLER, NO_ACTION, FLOUR, SOUTH_EAST = 41, 75, 60, 1

MILLER, BEND_DOWN, FLOUR, NORTH_WEST = 41, 76, 0,  4
MILLER, RAISE_UP, FLOUR, NORTH_WEST  = 41, 76, 3, -4
MILLER, BEND_DOWN, FLOUR, NORTH_EAST = 41, 77, 0,  4
MILLER, RAISE_UP, FLOUR, NORTH_EAST  = 41, 77, 3, -4
###
# MILLER movables end
###



###
# SLAUGHTERER movables start
###
SLAUGHTERER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 78,  0, 12
SLAUGHTERER, WALKING, NO_MATERIAL, WEST       = 41, 78, 12, 12
SLAUGHTERER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 78, 24, 12
SLAUGHTERER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 78, 36, 12
SLAUGHTERER, WALKING, NO_MATERIAL, EAST       = 41, 78, 48, 12
SLAUGHTERER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 78, 60, 12
SLAUGHTERER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 78,  0, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, WEST       = 41, 78, 12, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 78, 24, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 78, 36, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, EAST       = 41, 78, 48, 1
